enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME105102,40.1,47.7,,,43.3,C - Weak,2/4,1
MSME105103,,38.7,34.1,,36.2,C - Weak,2/4,0
MSME105104,31.8,35.1,30.6,,32.3,D - High Risk,3/4,0
MSME105105,,87.0,69.4,,77.4,A - Strong,2/4,0
MSME105106,58.9,47.7,74.7,70.7,62.0,B - Moderate,4/4,0
MSME105107,49.2,44.0,,,47.0,C - Weak,2/4,0
MSME105108,,31.8,,,31.8,D - High Risk,1/4,0
MSME105109,75.6,,,66.2,73.5,B - Moderate,2/4,0
MSME105110,61.5,67.7,,,64.1,B - Moderate,2/4,0
MSME105111,19.7,18.6,,18.2,19.1,D - High Risk,3/4,1
MSME105112,,50.3,46.5,,48.2,C - Weak,2/4,0
MSME105113,87.9,84.0,81.0,,84.5,A - Strong,3/4,0
MSME105114,69.7,69.7,73.4,47.4,68.6,B - Moderate,4/4,0
MSME105115,,,,68.0,68.0,B - Moderate,1/4,0
MSME105116,35.1,39.5,,25.6,35.3,C - Weak,3/4,1
MSME105117,,44.2,52.5,,48.7,C - Weak,2/4,0
MSME105118,48.5,57.5,55.1,,53.2,C - Weak,3/4,0
MSME105119,,77.4,71.3,,74.1,B - Moderate,2/4,0
MSME105120,22.3,52.9,,21.7,33.1,D - High Risk,3/4,0
MSME105121,25.9,35.4,,,29.9,D - High Risk,2/4,0
MSME105122,79.5,79.7,,,79.6,A - Strong,2/4,0
MSME105123,,37.5,,,37.5,C - Weak,1/4,0
MSME105124,53.1,51.1,,,52.3,C - Weak,2/4,0
MSME105125,60.3,65.5,68.6,,64.5,B - Moderate,3/4,0
MSME105126,,55.3,52.1,,53.6,C - Weak,2/4,0
MSME105127,22.0,27.8,,,24.4,D - High Risk,2/4,1
MSME105128,55.1,62.5,60.4,,58.9,B - Moderate,3/4,0
MSME105129,,,34.4,,34.4,D - High Risk,1/4,1
MSME105130,,54.7,,,54.7,C - Weak,1/4,1
MSME105131,37.5,34.8,,33.3,35.9,C - Weak,3/4,0
MSME105132,77.2,73.5,,,75.7,A - Strong,2/4,0
MSME105133,,72.3,,75.8,73.3,B - Moderate,2/4,0
MSME105134,61.5,,65.1,73.2,64.5,B - Moderate,3/4,0
MSME105135,78.2,82.4,59.9,,73.3,B - Moderate,3/4,0
MSME105136,,35.5,35.2,,35.3,C - Weak,2/4,0
MSME105137,19.8,26.2,,,22.5,D - High Risk,2/4,1
MSME105138,81.9,92.2,91.5,,88.0,A - Strong,3/4,0
MSME105139,65.3,,,,65.3,B - Moderate,1/4,0
MSME105140,51.5,52.3,52.5,75.7,54.4,C - Weak,4/4,0
MSME105141,84.3,78.1,,,81.7,A - Strong,2/4,0
MSME105142,77.1,76.5,79.8,,77.8,A - Strong,3/4,0
MSME105143,79.7,,78.9,73.4,78.5,A - Strong,3/4,0
MSME105144,65.5,61.6,,,63.9,B - Moderate,2/4,0
MSME105145,24.2,,21.2,27.8,23.5,D - High Risk,3/4,0
MSME105146,77.6,,86.0,,81.5,A - Strong,2/4,0
MSME105147,68.4,61.0,73.9,,68.2,B - Moderate,3/4,0
MSME105148,49.0,56.0,,,51.9,C - Weak,2/4,0
MSME105149,,61.5,59.7,,60.5,B - Moderate,2/4,0
MSME105150,69.6,77.3,,,72.8,B - Moderate,2/4,0
MSME105151,,64.6,,,64.6,B - Moderate,1/4,1
MSME105152,63.8,,,58.7,62.7,B - Moderate,2/4,0
MSME105153,79.8,87.0,65.1,,76.9,A - Strong,3/4,0
MSME105154,,63.7,,,63.7,B - Moderate,1/4,0
MSME105155,,,,,,Unscoreable,0/4,0
MSME105156,53.0,50.7,48.1,57.7,51.4,C - Weak,4/4,0
MSME105157,68.7,68.5,,,68.6,B - Moderate,2/4,0
MSME105158,36.6,,,,36.6,C - Weak,1/4,0
MSME105159,23.9,,,,23.9,D - High Risk,1/4,0
MSME105160,66.0,,,67.9,66.4,B - Moderate,2/4,0
MSME105161,74.7,,,72.6,74.2,B - Moderate,2/4,0
MSME105162,,63.8,,,63.8,B - Moderate,1/4,0
MSME105163,62.7,55.4,67.4,,62.2,B - Moderate,3/4,0
MSME105164,,28.5,,,28.5,D - High Risk,1/4,0
MSME105165,78.9,85.3,61.7,72.2,74.7,B - Moderate,4/4,0
MSME105166,39.0,50.6,,48.0,44.4,C - Weak,3/4,0
MSME105167,,65.5,39.5,,51.3,C - Weak,2/4,0
MSME105168,,32.3,,,32.3,D - High Risk,1/4,0
MSME105169,71.6,,65.8,,68.9,B - Moderate,2/4,0
MSME105170,62.5,,,,62.5,B - Moderate,1/4,0
MSME105171,,63.5,,,63.5,B - Moderate,1/4,1
MSME105172,,28.4,,,28.4,D - High Risk,1/4,0
MSME105173,66.1,46.1,60.4,90.1,61.8,B - Moderate,4/4,0
MSME105174,84.1,84.7,71.8,,80.2,A - Strong,3/4,0
MSME105175,18.5,16.9,,,17.8,D - High Risk,2/4,1
MSME105176,81.3,90.5,,,85.1,A - Strong,2/4,0
MSME105177,,36.3,,,36.3,C - Weak,1/4,1
MSME105178,36.1,40.3,,,37.9,C - Weak,2/4,0
MSME105179,75.4,76.0,,41.2,70.7,B - Moderate,3/4,0
MSME105180,74.5,72.9,,,73.8,B - Moderate,2/4,0
MSME105181,,65.2,55.4,,59.9,B - Moderate,2/4,0
MSME105182,,40.8,,,40.8,C - Weak,1/4,0
MSME105183,,65.5,61.0,74.3,64.8,B - Moderate,3/4,0
MSME105184,,65.2,58.9,,61.8,B - Moderate,2/4,0
MSME105185,79.4,77.1,87.0,89.0,82.1,A - Strong,4/4,0
MSME105186,36.6,,,,36.6,C - Weak,1/4,1
MSME105187,62.5,,68.3,61.2,64.6,B - Moderate,3/4,0
MSME105188,80.1,80.7,71.2,,77.3,A - Strong,3/4,0
MSME105189,87.2,88.9,83.0,,86.3,A - Strong,3/4,0
MSME105190,69.1,,,,69.1,B - Moderate,1/4,0
MSME105191,46.0,61.8,69.3,64.2,58.8,B - Moderate,4/4,0
MSME105192,43.3,47.7,59.7,,50.0,C - Weak,3/4,0
MSME105193,,31.8,,,31.8,D - High Risk,1/4,1
MSME105194,58.8,,,,58.8,B - Moderate,1/4,0
MSME105195,,65.6,71.9,71.0,69.3,B - Moderate,3/4,0
MSME105196,79.0,87.9,,,82.7,A - Strong,2/4,0
MSME105197,32.1,52.3,29.1,,36.7,C - Weak,3/4,1
MSME105198,81.8,84.9,,68.2,81.0,A - Strong,3/4,0
MSME105199,35.5,35.1,,,35.3,C - Weak,2/4,0
MSME105200,68.7,,68.3,,68.5,B - Moderate,2/4,0
MSME105201,,28.6,32.9,,30.9,D - High Risk,2/4,0
MSME105202,,60.8,77.8,,70.1,B - Moderate,2/4,0
MSME105203,39.1,39.4,25.5,,34.7,D - High Risk,3/4,0
MSME105204,47.6,64.0,73.4,,60.8,B - Moderate,3/4,0
MSME105205,35.4,,,,35.4,C - Weak,1/4,0
MSME105206,66.2,54.2,,,61.2,B - Moderate,2/4,0
MSME105207,,78.1,,93.1,82.4,A - Strong,2/4,0
MSME105208,,68.2,60.9,,64.2,B - Moderate,2/4,0
MSME105209,,24.8,,,24.8,D - High Risk,1/4,0
MSME105210,31.6,28.6,,18.2,28.6,D - High Risk,3/4,1
MSME105211,,49.5,,,49.5,C - Weak,1/4,0
MSME105212,90.1,90.6,88.3,,89.6,A - Strong,3/4,0
MSME105213,,28.0,19.1,25.3,23.5,D - High Risk,3/4,1
MSME105214,49.6,,67.7,,58.0,B - Moderate,2/4,0
MSME105215,,,40.0,,40.0,C - Weak,1/4,0
MSME105216,,24.7,,,24.7,D - High Risk,1/4,1
MSME105217,,25.2,,,25.2,D - High Risk,1/4,0
MSME105218,69.5,82.8,,,75.0,A - Strong,2/4,0
MSME105219,73.3,83.4,55.2,,70.1,B - Moderate,3/4,0
MSME105220,36.4,23.6,,,31.1,D - High Risk,2/4,0
MSME105221,42.6,36.8,,,40.2,C - Weak,2/4,1
MSME105222,28.5,20.6,30.4,,26.9,D - High Risk,3/4,1
MSME105223,60.2,58.1,38.0,,52.2,C - Weak,3/4,1
MSME105224,,25.9,,,25.9,D - High Risk,1/4,1
MSME105225,39.8,30.2,30.2,,33.9,D - High Risk,3/4,0
MSME105226,,65.2,,,65.2,B - Moderate,1/4,0
MSME105227,,59.1,50.0,,54.1,C - Weak,2/4,0
MSME105228,61.9,49.0,54.6,,55.9,B - Moderate,3/4,0
MSME105229,41.3,44.9,36.6,,40.7,C - Weak,3/4,0
MSME105230,69.7,75.8,63.4,,69.3,B - Moderate,3/4,0
MSME105231,,,65.7,49.0,61.5,B - Moderate,2/4,0
MSME105232,,50.1,,,50.1,C - Weak,1/4,0
MSME105233,,60.0,61.0,,60.5,B - Moderate,2/4,0
MSME105234,72.2,81.6,77.7,79.2,76.9,A - Strong,4/4,0
MSME105235,25.2,44.1,24.1,,30.1,D - High Risk,3/4,1
MSME105236,,24.8,,,24.8,D - High Risk,1/4,0
MSME105237,23.8,25.0,,,24.3,D - High Risk,2/4,0
MSME105238,78.7,85.9,,,81.7,A - Strong,2/4,0
MSME105239,,37.2,72.9,73.6,59.3,B - Moderate,3/4,0
MSME105240,,76.4,82.7,,79.8,A - Strong,2/4,0
MSME105241,,59.9,62.1,71.1,62.6,B - Moderate,3/4,0
MSME105242,,68.3,,,68.3,B - Moderate,1/4,0
MSME105243,,53.8,,,53.8,C - Weak,1/4,1
MSME105244,42.7,38.4,,19.1,37.8,C - Weak,3/4,1
MSME105245,58.0,55.2,,55.7,56.7,B - Moderate,3/4,0
MSME105246,,68.5,68.6,72.0,69.1,B - Moderate,3/4,0
MSME105247,,20.1,16.0,,17.9,D - High Risk,2/4,1
MSME105248,22.2,30.2,,,25.5,D - High Risk,2/4,0
MSME105249,77.7,,82.5,92.7,81.6,A - Strong,3/4,0
MSME105250,,,,,,Unscoreable,0/4,0
MSME105251,22.8,29.2,,,25.5,D - High Risk,2/4,0
MSME105252,,21.8,21.5,,21.6,D - High Risk,2/4,0
MSME105253,48.5,,55.3,72.4,54.4,C - Weak,3/4,0
MSME105254,84.8,,,90.4,86.0,A - Strong,2/4,0
MSME105255,36.2,51.5,18.9,56.6,36.9,C - Weak,4/4,0
MSME105256,49.5,46.5,,,48.2,C - Weak,2/4,0
MSME105257,40.3,43.3,37.0,49.3,41.0,C - Weak,4/4,0
MSME105258,80.4,90.7,86.1,,85.2,A - Strong,3/4,0
MSME105259,65.5,67.0,,,66.1,B - Moderate,2/4,0
MSME105260,30.6,35.0,,40.2,33.5,D - High Risk,3/4,0
MSME105261,31.7,35.2,,,33.2,D - High Risk,2/4,0
MSME105262,28.1,,,,28.1,D - High Risk,1/4,0
MSME105263,,57.3,,74.0,62.1,B - Moderate,2/4,0
MSME105264,,31.4,25.2,,28.0,D - High Risk,2/4,0
MSME105265,81.6,90.1,63.2,,77.8,A - Strong,3/4,0
MSME105266,81.5,91.0,84.5,,85.1,A - Strong,3/4,0
MSME105267,72.2,68.0,,,70.5,B - Moderate,2/4,0
MSME105268,84.2,90.7,,,86.9,A - Strong,2/4,0
MSME105269,76.2,69.4,,,73.4,B - Moderate,2/4,0
MSME105270,38.7,,,34.8,37.8,C - Weak,2/4,1
MSME105271,76.5,68.0,,,73.0,B - Moderate,2/4,0
MSME105272,68.8,76.1,81.8,,75.2,A - Strong,3/4,0
MSME105273,,73.1,69.3,72.7,71.3,B - Moderate,3/4,0
MSME105274,,23.4,,,23.4,D - High Risk,1/4,1
MSME105275,38.5,52.8,,36.5,43.3,C - Weak,3/4,0
MSME105276,,74.5,,,74.5,B - Moderate,1/4,0
MSME105277,71.0,,,85.7,74.3,B - Moderate,2/4,0
MSME105278,32.2,43.9,,,37.1,C - Weak,2/4,0
MSME105279,86.1,75.0,76.4,87.8,80.6,A - Strong,4/4,0
MSME105280,65.5,,75.0,55.3,67.9,B - Moderate,3/4,0
MSME105281,,33.0,,,33.0,D - High Risk,1/4,0
MSME105282,90.2,91.6,92.4,91.2,91.3,A - Strong,4/4,0
MSME105283,,63.5,,,63.5,B - Moderate,1/4,0
MSME105284,,83.0,,,83.0,A - Strong,1/4,0
MSME105285,,83.7,,,83.7,A - Strong,1/4,0
MSME105286,62.1,82.7,,,70.7,B - Moderate,2/4,0
MSME105287,67.3,65.9,67.1,,66.8,B - Moderate,3/4,0
MSME105288,,,,,,Unscoreable,0/4,0
MSME105289,,31.9,27.2,52.2,32.9,D - High Risk,3/4,0
MSME105290,47.0,50.7,,,48.5,C - Weak,2/4,0
MSME105291,57.2,50.6,,,54.5,C - Weak,2/4,0
MSME105292,35.4,72.7,59.8,39.6,52.5,C - Weak,4/4,0
MSME105293,70.5,66.0,46.3,63.8,61.4,B - Moderate,4/4,0
MSME105294,63.5,,,60.4,62.8,B - Moderate,2/4,1
MSME105295,,,,,,Unscoreable,0/4,0
MSME105296,,85.2,87.0,90.3,86.8,A - Strong,3/4,0
MSME105297,85.2,85.2,72.8,,81.1,A - Strong,3/4,0
MSME105298,,25.5,22.6,,23.9,D - High Risk,2/4,0
MSME105299,61.6,83.3,78.9,,73.4,B - Moderate,3/4,0
MSME105300,61.1,57.4,,,59.6,B - Moderate,2/4,0
MSME105301,47.0,67.9,,,55.7,B - Moderate,2/4,0
MSME105302,67.9,88.2,79.3,,77.3,A - Strong,3/4,0
MSME105303,36.7,34.0,25.7,,32.3,D - High Risk,3/4,0
MSME105304,,46.9,59.5,51.3,53.4,C - Weak,3/4,0
MSME105305,,25.0,33.8,34.0,30.4,D - High Risk,3/4,0
MSME105306,78.1,77.0,79.2,,78.2,A - Strong,3/4,0
MSME105307,73.0,84.3,68.7,,74.7,B - Moderate,3/4,0
MSME105308,74.0,75.6,,,74.7,B - Moderate,2/4,0
MSME105309,26.4,27.0,23.1,,25.5,D - High Risk,3/4,1
MSME105310,72.4,76.1,68.4,,72.1,B - Moderate,3/4,0
MSME105311,82.5,81.7,76.5,65.4,78.8,A - Strong,4/4,0
MSME105312,,25.1,,,25.1,D - High Risk,1/4,0
MSME105313,,,70.0,65.4,68.8,B - Moderate,2/4,0
MSME105314,49.0,,,,49.0,C - Weak,1/4,0
MSME105315,,62.5,45.7,,53.3,C - Weak,2/4,0
MSME105316,42.9,48.0,34.8,,41.6,C - Weak,3/4,0
MSME105317,,54.6,68.8,,62.3,B - Moderate,2/4,0
MSME105318,,19.4,,,19.4,D - High Risk,1/4,1
MSME105319,,42.6,,,42.6,C - Weak,1/4,0
MSME105320,56.2,64.5,,,59.7,B - Moderate,2/4,0
MSME105321,41.7,,35.8,24.4,37.0,C - Weak,3/4,0
MSME105322,,,55.9,,55.9,B - Moderate,1/4,0
MSME105323,,73.7,84.1,,79.4,A - Strong,2/4,0
MSME105324,49.9,42.5,,,46.8,C - Weak,2/4,1
MSME105325,,24.0,,,24.0,D - High Risk,1/4,1
MSME105326,83.8,88.6,84.9,,85.5,A - Strong,3/4,0
MSME105327,,,,,,Unscoreable,0/4,0
MSME105328,25.8,44.4,,,33.5,D - High Risk,2/4,0
MSME105329,,65.5,,,65.5,B - Moderate,1/4,1
MSME105330,45.7,45.1,33.7,,41.5,C - Weak,3/4,0
MSME105331,,27.5,21.3,18.4,23.2,D - High Risk,3/4,1
MSME105332,,88.3,66.1,,76.2,A - Strong,2/4,0
MSME105333,,77.6,,,77.6,A - Strong,1/4,0
MSME105334,54.9,40.7,,,49.0,C - Weak,2/4,1
MSME105335,67.9,,57.5,62.2,63.0,B - Moderate,3/4,1
MSME105336,83.0,90.3,86.0,83.8,85.8,A - Strong,4/4,0
MSME105337,56.6,59.3,76.7,,64.1,B - Moderate,3/4,0
MSME105338,71.9,44.6,72.5,63.0,64.4,B - Moderate,4/4,0
MSME105339,,70.2,,,70.2,B - Moderate,1/4,0
MSME105340,73.9,80.0,,,76.4,A - Strong,2/4,0
MSME105341,,,,,,Unscoreable,0/4,0
MSME105342,72.1,75.7,,68.0,72.8,B - Moderate,3/4,0
MSME105343,,88.7,88.8,,88.8,A - Strong,2/4,0
MSME105344,24.1,24.5,24.3,18.4,23.7,D - High Risk,4/4,0
MSME105345,40.8,30.3,57.9,,43.6,C - Weak,3/4,0
MSME105346,,58.1,,77.1,63.5,B - Moderate,2/4,0
MSME105347,43.5,70.3,53.1,,54.1,C - Weak,3/4,0
MSME105348,,26.2,,36.1,29.0,D - High Risk,2/4,0
MSME105349,,23.4,35.5,,30.0,D - High Risk,2/4,0
MSME105350,57.4,,,,57.4,B - Moderate,1/4,0
MSME105351,,,67.4,72.8,68.8,B - Moderate,2/4,0
MSME105352,91.2,89.2,92.3,,91.0,A - Strong,3/4,0
MSME105353,76.9,77.4,,,77.1,A - Strong,2/4,0
MSME105354,27.7,42.1,,,33.7,D - High Risk,2/4,0
MSME105355,82.0,78.2,,,80.4,A - Strong,2/4,0
MSME105356,44.7,76.5,65.0,,60.3,B - Moderate,3/4,0
MSME105357,60.3,48.9,65.0,,58.7,B - Moderate,3/4,0
MSME105358,,25.4,30.3,,28.1,D - High Risk,2/4,0
MSME105359,77.1,87.7,89.3,84.4,84.1,A - Strong,4/4,0
MSME105360,36.7,28.3,,40.6,34.3,D - High Risk,3/4,0
MSME105361,,87.9,82.0,,84.7,A - Strong,2/4,0
MSME105362,,63.9,50.8,47.4,55.3,B - Moderate,3/4,0
MSME105363,86.4,92.6,88.1,90.7,88.9,A - Strong,4/4,0
MSME105364,,31.1,,,31.1,D - High Risk,1/4,0
MSME105365,67.4,69.9,,65.6,68.0,B - Moderate,3/4,0
MSME105366,63.1,60.2,43.6,,55.8,B - Moderate,3/4,0
MSME105367,34.4,35.7,24.0,,31.3,D - High Risk,3/4,1
MSME105368,,31.8,,,31.8,D - High Risk,1/4,0
MSME105369,23.9,28.0,,,25.6,D - High Risk,2/4,1
MSME105370,,80.5,,,80.5,A - Strong,1/4,0
MSME105371,60.7,,63.7,,62.1,B - Moderate,2/4,0
MSME105372,32.0,30.2,,,31.2,D - High Risk,2/4,0
MSME105373,,26.9,,,26.9,D - High Risk,1/4,0
MSME105374,69.1,86.1,78.6,,77.0,A - Strong,3/4,0
MSME105375,,25.8,31.6,,29.0,D - High Risk,2/4,0
MSME105376,46.2,41.1,46.9,46.2,45.1,C - Weak,4/4,0
MSME105377,,77.7,85.8,,82.1,A - Strong,2/4,0
MSME105378,51.3,62.3,,,55.9,B - Moderate,2/4,0
MSME105379,59.4,47.7,,63.6,55.8,B - Moderate,3/4,0
MSME105380,,60.0,,48.7,56.8,B - Moderate,2/4,1
MSME105381,84.6,,,,84.6,A - Strong,1/4,0
MSME105382,68.9,,87.5,87.6,78.8,A - Strong,3/4,0
MSME105383,78.1,77.2,82.2,81.9,79.5,A - Strong,4/4,0
MSME105384,,64.6,84.2,,75.3,A - Strong,2/4,0
MSME105385,,,68.3,91.0,74.0,B - Moderate,2/4,0
MSME105386,,64.5,78.6,,72.2,B - Moderate,2/4,0
MSME105387,70.0,,,,70.0,B - Moderate,1/4,0
MSME105388,85.3,87.8,77.0,,83.2,A - Strong,3/4,0
MSME105389,72.1,,,65.0,70.5,B - Moderate,2/4,0
MSME105390,,71.9,83.2,,78.1,A - Strong,2/4,0
MSME105391,24.3,44.7,,,32.8,D - High Risk,2/4,0
MSME105392,39.9,44.4,50.5,54.0,45.6,C - Weak,4/4,0
MSME105393,55.8,71.1,44.6,,56.3,B - Moderate,3/4,1
MSME105394,87.6,74.4,,87.2,82.8,A - Strong,3/4,0
MSME105395,80.7,80.8,,83.4,81.1,A - Strong,3/4,0
MSME105396,75.0,87.2,68.3,,76.2,A - Strong,3/4,0
MSME105397,76.5,78.2,66.8,,73.7,B - Moderate,3/4,0
MSME105398,60.0,,,,60.0,B - Moderate,1/4,0
MSME105399,34.2,43.2,43.4,,39.8,C - Weak,3/4,0
MSME105400,76.6,76.3,61.4,,71.5,B - Moderate,3/4,0
MSME105401,62.0,76.8,,,68.2,B - Moderate,2/4,0
MSME105402,,45.3,,,45.3,C - Weak,1/4,0
MSME105403,54.3,56.4,67.2,77.6,61.0,B - Moderate,4/4,0
MSME105404,,55.5,54.1,,54.7,C - Weak,2/4,0
MSME105405,80.2,83.9,,,81.7,A - Strong,2/4,0
MSME105406,18.6,26.5,,,21.9,D - High Risk,2/4,0
MSME105407,52.5,44.5,,,49.2,C - Weak,2/4,0
MSME105408,33.5,,,,33.5,D - High Risk,1/4,1
MSME105409,90.4,91.5,,,90.9,A - Strong,2/4,0
MSME105410,,52.2,,,52.2,C - Weak,1/4,0
MSME105411,78.6,,,60.2,74.5,B - Moderate,2/4,0
MSME105412,,29.8,,,29.8,D - High Risk,1/4,0
MSME105413,,20.1,16.3,,18.0,D - High Risk,2/4,1
MSME105414,82.3,86.6,85.6,,84.6,A - Strong,3/4,0
MSME105415,,84.2,91.1,,88.0,A - Strong,2/4,0
MSME105416,40.3,,48.9,,44.3,C - Weak,2/4,0
MSME105417,85.7,90.2,86.2,,87.1,A - Strong,3/4,0
MSME105418,85.9,,,,85.9,A - Strong,1/4,0
MSME105419,,80.3,75.2,,77.5,A - Strong,2/4,0
MSME105420,36.3,31.5,,,34.3,D - High Risk,2/4,1
MSME105421,22.6,29.7,,,25.6,D - High Risk,2/4,0
MSME105422,63.8,50.3,73.2,,63.2,B - Moderate,3/4,0
MSME105423,,30.3,16.6,44.2,26.1,D - High Risk,3/4,0
MSME105424,79.8,75.8,,,78.1,A - Strong,2/4,0
MSME105425,67.2,84.3,60.9,,69.9,B - Moderate,3/4,0
MSME105426,,63.0,80.7,,72.7,B - Moderate,2/4,0
MSME105427,,,,30.7,30.7,D - High Risk,1/4,0
MSME105428,,,91.4,92.6,91.7,A - Strong,2/4,0
MSME105429,,38.2,27.4,,32.3,D - High Risk,2/4,0
MSME105430,,65.6,,,65.6,B - Moderate,1/4,0
MSME105431,56.0,61.7,,,58.4,B - Moderate,2/4,1
MSME105432,,79.6,74.5,82.0,77.6,A - Strong,3/4,0
MSME105433,,64.6,,50.0,60.4,B - Moderate,2/4,0
MSME105434,49.9,45.0,36.8,56.7,45.4,C - Weak,4/4,0
MSME105435,64.3,68.4,78.5,58.7,69.0,B - Moderate,4/4,0
MSME105436,,,58.4,,58.4,B - Moderate,1/4,0
MSME105437,,,,25.2,25.2,D - High Risk,1/4,1
MSME105438,38.9,38.8,,,38.9,C - Weak,2/4,1
MSME105439,79.6,76.4,75.3,,77.3,A - Strong,3/4,0
MSME105440,37.3,74.0,,,52.6,C - Weak,2/4,0
MSME105441,64.7,71.8,64.3,,66.5,B - Moderate,3/4,0
MSME105442,52.4,65.8,38.4,44.2,50.7,C - Weak,4/4,0
MSME105443,50.3,47.5,,39.4,47.7,C - Weak,3/4,0
MSME105444,66.7,,80.1,64.3,71.7,B - Moderate,3/4,0
MSME105445,26.2,45.7,47.3,48.8,39.7,C - Weak,4/4,0
MSME105446,74.9,87.6,60.2,,73.5,B - Moderate,3/4,0
MSME105447,,78.5,,,78.5,A - Strong,1/4,0
MSME105448,80.5,77.8,78.7,,79.2,A - Strong,3/4,0
MSME105449,44.3,52.1,,,47.5,C - Weak,2/4,0
MSME105450,66.3,,71.4,76.1,69.6,B - Moderate,3/4,0
MSME105451,,55.8,68.8,,62.9,B - Moderate,2/4,0
MSME105452,22.7,25.1,,,23.7,D - High Risk,2/4,1
MSME105453,,42.1,,,42.1,C - Weak,1/4,1
MSME105454,89.0,86.2,90.6,,88.8,A - Strong,3/4,0
MSME105455,40.8,54.1,,55.7,47.7,C - Weak,3/4,0
MSME105456,19.9,34.7,,,26.1,D - High Risk,2/4,0
MSME105457,,53.8,20.8,,35.8,C - Weak,2/4,0
MSME105458,41.1,65.5,,,51.3,C - Weak,2/4,0
MSME105459,,66.2,,,66.2,B - Moderate,1/4,0
MSME105460,89.4,91.0,90.3,92.5,90.4,A - Strong,4/4,0
MSME105461,,82.4,,,82.4,A - Strong,1/4,0
MSME105462,32.7,44.8,,,37.7,C - Weak,2/4,0
MSME105463,,65.6,71.5,,68.8,B - Moderate,2/4,0
MSME105464,42.5,59.1,69.4,,56.1,B - Moderate,3/4,0
MSME105465,53.9,,,,53.9,C - Weak,1/4,0
MSME105466,88.6,92.9,,,90.4,A - Strong,2/4,0
MSME105467,,,26.8,,26.8,D - High Risk,1/4,1
MSME105468,,,,,,Unscoreable,0/4,1
MSME105469,,32.5,65.4,,50.4,C - Weak,2/4,0
MSME105470,,29.1,,,29.1,D - High Risk,1/4,0
MSME105471,90.5,92.3,85.6,,89.4,A - Strong,3/4,0
MSME105472,74.4,80.8,77.1,82.7,77.6,A - Strong,4/4,0
MSME105473,84.3,82.2,77.2,,81.3,A - Strong,3/4,0
MSME105474,57.2,79.6,55.7,,62.9,B - Moderate,3/4,0
MSME105475,59.3,71.0,,,64.2,B - Moderate,2/4,0
MSME105476,80.9,83.1,,,81.8,A - Strong,2/4,0
MSME105477,,,31.9,44.5,35.0,C - Weak,2/4,1
MSME105478,,22.8,,26.3,23.8,D - High Risk,2/4,0
MSME105479,92.4,92.4,,88.6,91.9,A - Strong,3/4,0
MSME105480,79.3,87.3,,,82.6,A - Strong,2/4,0
MSME105481,62.3,40.8,,,53.3,C - Weak,2/4,0
MSME105482,77.0,80.1,59.1,81.8,72.9,B - Moderate,4/4,1
MSME105483,60.8,61.9,58.7,,60.4,B - Moderate,3/4,0
MSME105484,70.7,,76.4,67.8,72.6,B - Moderate,3/4,0
MSME105485,,,23.9,,23.9,D - High Risk,1/4,0
MSME105486,,67.9,76.4,74.3,72.8,B - Moderate,3/4,0
MSME105487,58.2,48.1,61.2,,56.4,B - Moderate,3/4,0
MSME105488,35.2,35.7,,,35.4,C - Weak,2/4,0
MSME105489,,53.0,81.8,70.9,69.0,B - Moderate,3/4,0
MSME105490,63.2,,,,63.2,B - Moderate,1/4,0
MSME105491,76.2,,81.2,85.8,79.5,A - Strong,3/4,0
MSME105492,88.6,91.4,,,89.8,A - Strong,2/4,0
MSME105493,,27.6,,,27.6,D - High Risk,1/4,0
MSME105494,61.9,80.8,,,69.8,B - Moderate,2/4,0
MSME105495,51.1,59.1,,,54.4,C - Weak,2/4,0
MSME105496,80.2,88.2,66.5,,77.9,A - Strong,3/4,0
MSME105497,24.6,26.7,,,25.5,D - High Risk,2/4,0
MSME105498,,45.9,76.4,,62.5,B - Moderate,2/4,0
MSME105499,,41.4,32.2,,36.4,C - Weak,2/4,0
MSME105500,45.6,52.4,,,48.4,C - Weak,2/4,0
MSME105501,43.4,62.7,52.1,,51.7,C - Weak,3/4,0
MSME105502,,44.1,33.3,,38.2,C - Weak,2/4,0
MSME105503,,77.3,92.6,92.7,86.7,A - Strong,3/4,0
MSME105504,,,60.6,81.8,65.9,B - Moderate,2/4,0
MSME105505,39.8,36.0,,,38.2,C - Weak,2/4,0
MSME105506,44.6,49.6,,,46.7,C - Weak,2/4,0
MSME105507,48.0,39.4,57.4,,48.7,C - Weak,3/4,0
MSME105508,,28.9,,37.9,31.5,D - High Risk,2/4,1
MSME105509,73.4,82.5,,,77.2,A - Strong,2/4,0
MSME105510,,29.5,,,29.5,D - High Risk,1/4,0
MSME105511,,50.3,,,50.3,C - Weak,1/4,1
MSME105512,22.3,27.8,,,24.6,D - High Risk,2/4,0
MSME105513,,86.0,87.4,,86.8,A - Strong,2/4,0
MSME105514,38.6,54.5,,,45.2,C - Weak,2/4,0
MSME105515,43.1,70.9,,,54.7,C - Weak,2/4,0
MSME105516,,24.8,,,24.8,D - High Risk,1/4,0
MSME105517,,63.4,55.6,,59.1,B - Moderate,2/4,0
MSME105518,,30.4,,,30.4,D - High Risk,1/4,1
MSME105519,,51.6,,66.9,56.0,B - Moderate,2/4,0
MSME105520,88.5,88.4,,,88.5,A - Strong,2/4,0
MSME105521,,32.2,50.8,,42.3,C - Weak,2/4,1
