enterprise_id,gst_score,upi_score,aa_score,epfo_score,overall_score,risk_tier,confidence,actual_default
MSME105481,62.7,40.3,,,53.4,C - Weak,2/4,0
MSME105482,78.8,82.2,58.9,81.6,74.0,B - Moderate,4/4,1
MSME105483,61.6,62.6,56.7,,60.2,B - Moderate,3/4,0
MSME105484,71.0,,77.2,67.7,73.0,B - Moderate,3/4,0
MSME105485,,,24.0,,24.0,D - High Risk,1/4,0
MSME105486,,69.1,77.0,75.1,73.7,B - Moderate,3/4,0
MSME105487,57.7,49.7,61.3,,56.7,B - Moderate,3/4,0
MSME105488,37.4,35.3,,,36.5,C - Weak,2/4,0
MSME105489,,51.1,81.5,69.4,67.9,B - Moderate,3/4,0
MSME105490,61.4,,,,61.4,B - Moderate,1/4,0
MSME105491,76.6,,83.6,84.4,80.4,A - Strong,3/4,0
MSME105492,88.9,92.3,,,90.3,A - Strong,2/4,0
MSME105493,,28.3,,,28.3,D - High Risk,1/4,0
MSME105494,59.8,80.6,,,68.5,B - Moderate,2/4,0
MSME105495,50.6,59.5,,,54.3,C - Weak,2/4,0
MSME105496,80.3,88.1,64.6,,77.2,A - Strong,3/4,0
MSME105497,26.6,26.6,,,26.6,D - High Risk,2/4,0
MSME105498,,46.4,77.1,,63.1,B - Moderate,2/4,0
MSME105499,,40.1,32.4,,35.9,C - Weak,2/4,0
MSME105500,44.3,52.5,,,47.7,C - Weak,2/4,0
MSME105501,42.9,62.2,50.3,,50.7,C - Weak,3/4,0
MSME105502,,44.1,34.1,,38.6,C - Weak,2/4,0
MSME105503,,75.7,92.8,92.6,86.2,A - Strong,3/4,0
MSME105504,,,60.5,82.0,65.9,B - Moderate,2/4,0
MSME105505,39.9,36.5,,,38.5,C - Weak,2/4,0
MSME105506,43.5,48.6,,,45.6,C - Weak,2/4,0
MSME105507,47.5,40.9,55.8,,48.4,C - Weak,3/4,0
MSME105508,,29.3,,40.6,32.5,D - High Risk,2/4,1
MSME105509,72.9,83.0,,,77.1,A - Strong,2/4,0
MSME105510,,29.0,,,29.0,D - High Risk,1/4,0
MSME105511,,49.3,,,49.3,C - Weak,1/4,1
MSME105512,22.6,27.4,,,24.6,D - High Risk,2/4,0
MSME105513,,86.6,87.5,,87.1,A - Strong,2/4,0
MSME105514,38.1,55.6,,,45.4,C - Weak,2/4,0
MSME105515,41.6,70.5,,,53.6,C - Weak,2/4,0
MSME105516,,24.2,,,24.2,D - High Risk,1/4,0
MSME105517,,65.9,54.7,,59.8,B - Moderate,2/4,0
MSME105518,,30.4,,,30.4,D - High Risk,1/4,1
MSME105519,,50.8,,66.1,55.2,B - Moderate,2/4,0
MSME105520,88.2,88.4,,,88.3,A - Strong,2/4,0
MSME105521,,31.4,51.4,,42.3,C - Weak,2/4,1
MSME105522,,34.7,,,34.7,D - High Risk,1/4,0
MSME105523,82.0,84.7,76.6,,81.0,A - Strong,3/4,1
MSME105524,,52.4,,,52.4,C - Weak,1/4,0
MSME105525,60.7,88.3,55.6,47.9,64.8,B - Moderate,4/4,0
MSME105526,82.4,82.7,82.4,,82.5,A - Strong,3/4,0
MSME105527,,,36.1,,36.1,C - Weak,1/4,0
MSME105528,,30.3,55.2,52.6,45.2,C - Weak,3/4,0
MSME105529,51.1,47.5,,,49.6,C - Weak,2/4,1
MSME105530,,30.8,,17.6,27.0,D - High Risk,2/4,0
MSME105531,,40.0,36.5,42.1,38.7,C - Weak,3/4,0
MSME105532,34.1,,,,34.1,D - High Risk,1/4,0
MSME105533,63.4,78.9,52.1,,63.9,B - Moderate,3/4,0
MSME105534,,72.4,83.1,,78.2,A - Strong,2/4,0
MSME105535,66.0,,49.0,54.6,57.7,B - Moderate,3/4,0
MSME105536,90.6,90.1,,86.8,89.9,A - Strong,3/4,0
MSME105537,45.2,39.2,,60.3,45.2,C - Weak,3/4,0
MSME105538,,67.9,50.5,,58.4,B - Moderate,2/4,0
MSME105539,39.6,46.5,,,42.5,C - Weak,2/4,1
MSME105540,59.5,57.3,,,58.6,B - Moderate,2/4,0
MSME105541,39.8,23.8,,,33.1,D - High Risk,2/4,0
MSME105542,,51.5,,,51.5,C - Weak,1/4,0
MSME105543,,,57.0,58.7,57.4,B - Moderate,2/4,0
MSME105544,44.4,42.0,30.3,,39.0,C - Weak,3/4,0
MSME105545,,64.1,,,64.1,B - Moderate,1/4,0
MSME105546,68.5,84.8,64.6,,71.7,B - Moderate,3/4,0
MSME105547,58.5,64.3,54.1,,58.6,B - Moderate,3/4,0
MSME105548,79.2,89.0,78.7,,81.8,A - Strong,3/4,0
MSME105549,58.6,58.4,58.9,,58.6,B - Moderate,3/4,0
MSME105550,90.9,89.1,90.2,,90.2,A - Strong,3/4,0
MSME105551,,71.5,,,71.5,B - Moderate,1/4,0
MSME105552,82.6,89.1,83.4,,84.7,A - Strong,3/4,0
MSME105553,,32.1,27.9,,29.8,D - High Risk,2/4,0
MSME105554,91.8,83.2,92.2,94.4,90.0,A - Strong,4/4,0
MSME105555,76.1,92.1,85.4,,83.6,A - Strong,3/4,0
MSME105556,38.7,33.3,42.7,,38.5,C - Weak,3/4,0
MSME105557,,52.6,,,52.6,C - Weak,1/4,0
MSME105558,,65.0,,66.2,65.3,B - Moderate,2/4,0
MSME105559,68.8,79.1,,,73.1,B - Moderate,2/4,0
MSME105560,69.7,,,62.3,68.1,B - Moderate,2/4,0
MSME105561,24.7,32.2,,,27.8,D - High Risk,2/4,0
MSME105562,46.4,48.6,,,47.3,C - Weak,2/4,0
MSME105563,38.2,53.6,,,44.6,C - Weak,2/4,0
MSME105564,88.4,87.5,91.3,93.0,89.5,A - Strong,4/4,0
MSME105565,,22.5,,,22.5,D - High Risk,1/4,1
MSME105566,54.2,,,33.1,49.5,C - Weak,2/4,0
MSME105567,72.9,83.7,,,77.4,A - Strong,2/4,0
MSME105568,,38.2,33.8,,35.8,C - Weak,2/4,0
MSME105569,38.5,,,,38.5,C - Weak,1/4,0
MSME105570,,38.4,,,38.4,C - Weak,1/4,1
MSME105571,,84.4,70.2,,76.7,A - Strong,2/4,0
MSME105572,58.0,54.3,,,56.5,B - Moderate,2/4,0
MSME105573,51.3,73.7,,,60.6,B - Moderate,2/4,0
MSME105574,16.9,20.1,,,18.2,D - High Risk,2/4,1
MSME105575,,27.8,,,27.8,D - High Risk,1/4,0
MSME105576,87.5,89.3,,,88.2,A - Strong,2/4,0
MSME105577,,41.0,,47.0,42.7,C - Weak,2/4,1
MSME105578,39.5,,50.6,,44.6,C - Weak,2/4,0
MSME105579,85.6,,87.4,93.4,87.4,A - Strong,3/4,0
MSME105580,20.4,32.2,,,25.3,D - High Risk,2/4,1
MSME105581,61.5,61.4,,,61.5,B - Moderate,2/4,0
MSME105582,,62.8,,,62.8,B - Moderate,1/4,0
MSME105583,,47.5,68.7,,59.1,B - Moderate,2/4,0
MSME105584,76.8,84.6,80.7,,80.3,A - Strong,3/4,0
MSME105585,,55.7,,,55.7,B - Moderate,1/4,0
MSME105586,19.1,31.8,26.3,,25.0,D - High Risk,3/4,0
MSME105587,56.1,54.6,,,55.5,B - Moderate,2/4,0
MSME105588,,54.7,,18.4,44.3,C - Weak,2/4,0
MSME105589,,,87.3,,87.3,A - Strong,1/4,0
MSME105590,62.3,,,,62.3,B - Moderate,1/4,0
MSME105591,86.1,91.9,,,88.5,A - Strong,2/4,0
MSME105592,,,,,,Unscoreable,0/4,1
MSME105593,48.4,68.5,,,56.8,B - Moderate,2/4,0
MSME105594,,28.1,41.0,,35.1,C - Weak,2/4,0
MSME105595,55.3,,65.0,,59.8,B - Moderate,2/4,0
MSME105596,85.2,84.4,,,84.9,A - Strong,2/4,0
MSME105597,78.1,73.2,,,76.1,A - Strong,2/4,0
MSME105598,,60.9,52.6,,56.4,B - Moderate,2/4,0
MSME105599,,24.1,,,24.1,D - High Risk,1/4,0
MSME105600,27.6,48.7,,,36.4,C - Weak,2/4,0
MSME105601,87.6,93.8,87.5,,89.3,A - Strong,3/4,0
MSME105602,,45.7,51.8,46.5,48.6,C - Weak,3/4,1
MSME105603,48.7,,55.9,50.6,51.8,C - Weak,3/4,0
MSME105604,21.6,35.3,,,27.3,D - High Risk,2/4,0
MSME105605,,76.2,,,76.2,A - Strong,1/4,0
MSME105606,,27.6,31.1,,29.5,D - High Risk,2/4,0
MSME105607,,69.4,35.8,,51.1,C - Weak,2/4,0
MSME105608,23.4,32.4,,,27.1,D - High Risk,2/4,0
MSME105609,41.8,44.2,40.1,,41.9,C - Weak,3/4,0
MSME105610,,45.7,18.3,,30.8,D - High Risk,2/4,1
MSME105611,89.8,88.4,,,89.2,A - Strong,2/4,0
MSME105612,32.6,62.5,23.5,,37.9,C - Weak,3/4,1
MSME105613,,73.7,,61.2,70.1,B - Moderate,2/4,0
MSME105614,59.4,,,,59.4,B - Moderate,1/4,0
MSME105615,,78.5,48.8,,62.3,B - Moderate,2/4,0
MSME105616,70.7,72.4,64.9,,69.2,B - Moderate,3/4,1
MSME105617,50.0,72.8,,,59.5,B - Moderate,2/4,0
MSME105618,25.5,,17.8,,21.9,D - High Risk,2/4,1
MSME105619,,,32.3,,32.3,D - High Risk,1/4,1
MSME105620,,71.4,71.3,,71.3,B - Moderate,2/4,0
MSME105621,89.3,88.0,85.1,,87.5,A - Strong,3/4,0
MSME105622,90.9,92.2,,92.3,91.6,A - Strong,3/4,0
MSME105623,,38.2,,,38.2,C - Weak,1/4,0
MSME105624,75.0,77.0,87.9,,79.9,A - Strong,3/4,0
MSME105625,64.3,51.2,,,58.8,B - Moderate,2/4,1
MSME105626,32.3,36.2,45.7,,37.9,C - Weak,3/4,0
MSME105627,84.6,87.8,,,85.9,A - Strong,2/4,0
MSME105628,,,,,,Unscoreable,0/4,0
MSME105629,54.1,54.2,,,54.1,C - Weak,2/4,0
MSME105630,,34.9,41.1,,38.3,C - Weak,2/4,1
MSME105631,16.9,30.9,,23.9,22.9,D - High Risk,3/4,0
MSME105632,40.7,41.0,,,40.8,C - Weak,2/4,0
MSME105633,,63.1,31.5,64.9,48.8,C - Weak,3/4,0
MSME105634,,41.3,,40.1,41.0,C - Weak,2/4,0
MSME105635,52.2,,48.7,57.0,51.4,C - Weak,3/4,0
MSME105636,75.8,79.8,79.3,,78.1,A - Strong,3/4,0
MSME105637,84.3,93.4,,61.6,84.3,A - Strong,3/4,0
MSME105638,,63.2,,,63.2,B - Moderate,1/4,0
MSME105639,,67.1,,,67.1,B - Moderate,1/4,0
MSME105640,78.3,85.0,73.5,,78.6,A - Strong,3/4,0
MSME105641,82.2,89.7,,,85.3,A - Strong,2/4,0
MSME105642,34.9,46.8,,34.4,39.1,C - Weak,3/4,0
MSME105643,66.8,,70.5,,68.5,B - Moderate,2/4,0
MSME105644,71.8,90.6,87.6,,82.3,A - Strong,3/4,0
MSME105645,,,,46.1,46.1,C - Weak,1/4,0
MSME105646,49.3,63.9,,,55.4,B - Moderate,2/4,0
MSME105647,42.2,41.5,48.3,,44.0,C - Weak,3/4,0
MSME105648,,,,,,Unscoreable,0/4,0
MSME105649,,58.1,52.7,,55.2,B - Moderate,2/4,1
MSME105650,42.8,61.8,,,50.7,C - Weak,2/4,0
MSME105651,79.7,83.0,60.1,,74.1,B - Moderate,3/4,1
MSME105652,62.5,75.3,,,67.8,B - Moderate,2/4,0
MSME105653,53.2,43.6,48.1,,48.8,C - Weak,3/4,1
MSME105654,,39.1,40.3,,39.8,C - Weak,2/4,0
MSME105655,,46.8,,,46.8,C - Weak,1/4,0
MSME105656,,,,57.8,57.8,B - Moderate,1/4,0
MSME105657,42.7,,,,42.7,C - Weak,1/4,0
MSME105658,72.3,73.5,90.0,,78.5,A - Strong,3/4,0
MSME105659,,30.6,,,30.6,D - High Risk,1/4,0
MSME105660,,66.2,,,66.2,B - Moderate,1/4,0
MSME105661,66.2,76.3,,,70.4,B - Moderate,2/4,0
MSME105662,17.8,25.1,19.5,,20.4,D - High Risk,3/4,0
MSME105663,66.3,72.0,,,68.7,B - Moderate,2/4,0
MSME105664,,50.0,,81.9,59.1,B - Moderate,2/4,0
MSME105665,61.8,54.6,,68.9,60.2,B - Moderate,3/4,0
MSME105666,59.5,62.7,52.2,,58.0,B - Moderate,3/4,0
MSME105667,82.9,87.7,90.3,,86.7,A - Strong,3/4,0
MSME105668,72.8,83.2,,53.9,73.8,B - Moderate,3/4,0
MSME105669,79.0,79.2,,63.0,76.8,A - Strong,3/4,0
MSME105670,,63.3,,,63.3,B - Moderate,1/4,0
MSME105671,56.4,,72.8,69.8,64.7,B - Moderate,3/4,0
MSME105672,64.5,,,,64.5,B - Moderate,1/4,0
MSME105673,90.8,93.7,86.8,,90.3,A - Strong,3/4,0
MSME105674,,23.3,,,23.3,D - High Risk,1/4,1
MSME105675,78.8,,76.9,,77.9,A - Strong,2/4,0
MSME105676,,22.5,23.7,25.5,23.5,D - High Risk,3/4,1
MSME105677,37.5,38.0,,47.8,39.2,C - Weak,3/4,1
MSME105678,59.8,,20.7,,41.8,C - Weak,2/4,0
MSME105679,88.5,93.1,87.3,,89.4,A - Strong,3/4,0
MSME105680,44.9,,,47.1,45.4,C - Weak,2/4,0
MSME105681,,48.5,36.9,,42.2,C - Weak,2/4,0
MSME105682,36.9,66.4,,,49.2,C - Weak,2/4,0
MSME105683,39.0,50.3,23.5,,37.0,C - Weak,3/4,0
MSME105684,,71.8,81.1,,76.9,A - Strong,2/4,0
MSME105685,,86.1,62.2,,73.1,B - Moderate,2/4,0
MSME105686,69.6,83.4,76.6,,75.8,A - Strong,3/4,0
MSME105687,,37.4,28.0,,32.3,D - High Risk,2/4,1
MSME105688,,56.8,60.0,,58.5,B - Moderate,2/4,0
MSME105689,,64.1,,57.9,62.3,B - Moderate,2/4,1
MSME105690,,33.8,51.4,,43.4,C - Weak,2/4,0
MSME105691,,36.1,,,36.1,C - Weak,1/4,0
MSME105692,,37.9,,53.8,42.4,C - Weak,2/4,0
MSME105693,,59.5,,,59.5,B - Moderate,1/4,0
MSME105694,43.0,66.9,69.3,,58.4,B - Moderate,3/4,0
MSME105695,,63.1,,77.5,67.2,B - Moderate,2/4,0
MSME105696,89.7,94.0,89.4,,90.8,A - Strong,3/4,0
MSME105697,,,81.2,,81.2,A - Strong,1/4,0
MSME105698,62.7,,69.0,,65.6,B - Moderate,2/4,0
MSME105699,,77.7,81.5,,79.8,A - Strong,2/4,1
MSME105700,,80.6,,,80.6,A - Strong,1/4,0
MSME105701,83.8,80.5,83.0,,82.6,A - Strong,3/4,0
MSME105702,50.7,59.8,43.4,,50.8,C - Weak,3/4,0
MSME105703,50.8,,70.5,67.8,60.9,B - Moderate,3/4,0
MSME105704,64.2,75.4,,,68.9,B - Moderate,2/4,0
MSME105705,63.5,,,,63.5,B - Moderate,1/4,0
MSME105706,,55.1,,,55.1,B - Moderate,1/4,0
MSME105707,32.2,31.6,,,32.0,D - High Risk,2/4,1
MSME105708,,79.5,,,79.5,A - Strong,1/4,0
MSME105709,21.8,34.0,,,26.9,D - High Risk,2/4,1
MSME105710,,58.0,,,58.0,B - Moderate,1/4,0
MSME105711,82.0,72.6,,,78.1,A - Strong,2/4,0
MSME105712,85.4,92.7,71.6,,82.8,A - Strong,3/4,0
MSME105713,,56.7,68.2,,63.0,B - Moderate,2/4,0
MSME105714,,,17.4,,17.4,D - High Risk,1/4,0
MSME105715,,36.2,51.3,,44.4,C - Weak,2/4,0
MSME105716,86.3,92.8,,,89.0,A - Strong,2/4,0
MSME105717,89.5,,92.7,92.9,91.2,A - Strong,3/4,0
MSME105718,,80.3,71.3,,75.4,A - Strong,2/4,0
MSME105719,33.9,50.9,,,41.0,C - Weak,2/4,1
MSME105720,81.0,91.8,,,85.5,A - Strong,2/4,0
MSME105721,,61.6,66.7,,64.4,B - Moderate,2/4,0
MSME105722,,64.5,,,64.5,B - Moderate,1/4,0
MSME105723,84.3,,75.2,92.8,81.8,A - Strong,3/4,0
MSME105724,48.9,72.3,51.8,51.7,55.9,B - Moderate,4/4,0
MSME105725,,40.3,41.8,,41.1,C - Weak,2/4,0
MSME105726,,40.6,34.9,36.6,37.4,C - Weak,3/4,0
MSME105727,43.5,56.8,43.3,,47.1,C - Weak,3/4,0
MSME105728,57.6,87.2,,,69.9,B - Moderate,2/4,0
MSME105729,53.6,57.4,,,55.2,B - Moderate,2/4,0
MSME105730,65.6,,,,65.6,B - Moderate,1/4,0
MSME105731,,38.7,,,38.7,C - Weak,1/4,0
MSME105732,,,,,,Unscoreable,0/4,0
MSME105733,,48.4,44.3,53.4,47.3,C - Weak,3/4,0
MSME105734,,33.3,28.6,,30.7,D - High Risk,2/4,1
MSME105735,88.3,,,92.9,89.3,A - Strong,2/4,0
MSME105736,,35.2,,,35.2,C - Weak,1/4,0
MSME105737,,44.8,47.5,,46.3,C - Weak,2/4,0
MSME105738,40.0,36.7,,,38.6,C - Weak,2/4,0
MSME105739,43.7,48.1,39.7,,43.6,C - Weak,3/4,0
MSME105740,29.7,42.2,,40.1,35.7,C - Weak,3/4,1
MSME105741,66.8,65.1,78.4,,70.2,B - Moderate,3/4,0
MSME105742,73.9,89.4,74.8,,78.5,A - Strong,3/4,0
MSME105743,75.8,87.8,75.3,,79.0,A - Strong,3/4,0
MSME105744,,45.1,,,45.1,C - Weak,1/4,0
MSME105745,,26.9,32.2,,29.8,D - High Risk,2/4,0
MSME105746,,49.9,54.2,,52.2,C - Weak,2/4,0
MSME105747,53.3,74.7,,,62.2,B - Moderate,2/4,0
MSME105748,,,86.5,89.6,87.3,A - Strong,2/4,0
MSME105749,86.2,,88.3,91.5,87.7,A - Strong,3/4,0
MSME105750,54.3,49.7,57.2,,54.0,C - Weak,3/4,0
MSME105751,68.8,58.2,56.5,,61.8,B - Moderate,3/4,0
MSME105752,67.9,65.1,,,66.7,B - Moderate,2/4,0
MSME105753,67.4,73.1,,,69.8,B - Moderate,2/4,0
MSME105754,,36.8,,,36.8,C - Weak,1/4,1
MSME105755,,26.5,,,26.5,D - High Risk,1/4,1
MSME105756,35.0,39.7,23.1,,32.3,D - High Risk,3/4,0
MSME105757,,49.6,77.2,,64.7,B - Moderate,2/4,0
MSME105758,60.2,82.6,,,69.5,B - Moderate,2/4,0
MSME105759,,66.9,76.7,,72.2,B - Moderate,2/4,0
MSME105760,89.6,91.1,84.3,,88.2,A - Strong,3/4,0
MSME105761,,25.3,,,25.3,D - High Risk,1/4,1
MSME105762,72.4,86.6,,,78.3,A - Strong,2/4,0
MSME105763,,,,63.0,63.0,B - Moderate,1/4,0
MSME105764,,56.0,72.8,,65.2,B - Moderate,2/4,0
MSME105765,50.0,39.4,47.9,55.4,47.3,C - Weak,4/4,0
MSME105766,,,40.2,,40.2,C - Weak,1/4,0
MSME105767,72.2,77.1,62.6,,70.4,B - Moderate,3/4,0
MSME105768,,44.5,,,44.5,C - Weak,1/4,1
MSME105769,81.1,88.1,,83.0,83.9,A - Strong,3/4,0
MSME105770,,25.0,35.0,44.0,32.5,D - High Risk,3/4,1
MSME105771,31.1,,,25.8,29.9,D - High Risk,2/4,0
MSME105772,24.8,,20.8,,23.0,D - High Risk,2/4,1
MSME105773,61.9,,,83.3,66.7,B - Moderate,2/4,0
MSME105774,,88.7,81.8,,84.9,A - Strong,2/4,0
MSME105775,,79.6,,,79.6,A - Strong,1/4,0
MSME105776,77.1,77.6,82.6,,79.1,A - Strong,3/4,0
MSME105777,,54.7,,,54.7,C - Weak,1/4,0
MSME105778,79.3,93.3,,,85.1,A - Strong,2/4,0
MSME105779,61.8,61.1,,,61.5,B - Moderate,2/4,0
MSME105780,43.1,63.5,70.9,,58.0,B - Moderate,3/4,0
MSME105781,62.8,57.7,,65.5,61.4,B - Moderate,3/4,1
MSME105782,,38.7,34.9,,36.6,C - Weak,2/4,1
MSME105783,42.5,42.4,,,42.5,C - Weak,2/4,0
MSME105784,,35.0,,,35.0,C - Weak,1/4,0
MSME105785,40.6,,73.1,,55.6,B - Moderate,2/4,0
MSME105786,91.4,91.7,,84.6,90.5,A - Strong,3/4,0
MSME105787,75.0,,84.3,,79.3,A - Strong,2/4,0
MSME105788,72.8,,85.7,,78.8,A - Strong,2/4,0
MSME105789,,46.2,,,46.2,C - Weak,1/4,0
MSME105790,,26.9,27.7,,27.3,D - High Risk,2/4,0
MSME105791,,,33.2,,33.2,D - High Risk,1/4,0
MSME105792,,60.8,75.0,,68.5,B - Moderate,2/4,0
MSME105793,41.7,63.7,,,50.9,C - Weak,2/4,1
MSME105794,41.7,53.2,38.0,,43.7,C - Weak,3/4,0
MSME105795,84.2,,,92.7,86.1,A - Strong,2/4,0
MSME105796,,27.7,,,27.7,D - High Risk,1/4,0
MSME105797,84.4,86.4,88.4,93.5,87.0,A - Strong,4/4,0
MSME105798,52.6,,,39.1,49.6,C - Weak,2/4,0
MSME105799,62.5,63.1,,,62.8,B - Moderate,2/4,0
MSME105800,81.8,84.0,,,82.7,A - Strong,2/4,0
MSME105801,23.3,25.4,14.1,,20.8,D - High Risk,3/4,1
MSME105802,76.9,87.4,,,81.3,A - Strong,2/4,0
MSME105803,,26.9,,,26.9,D - High Risk,1/4,0
MSME105804,62.6,65.0,,,63.6,B - Moderate,2/4,0
MSME105805,34.8,48.4,36.7,44.4,39.7,C - Weak,4/4,0
MSME105806,73.6,78.5,,66.3,74.3,B - Moderate,3/4,0
MSME105807,,,36.9,,36.9,C - Weak,1/4,1
MSME105808,89.4,89.9,89.5,,89.6,A - Strong,3/4,0
MSME105809,54.2,82.6,77.1,,69.7,B - Moderate,3/4,0
MSME105810,,30.9,,,30.9,D - High Risk,1/4,0
MSME105811,,32.6,,,32.6,D - High Risk,1/4,0
MSME105812,30.8,43.9,,53.4,38.7,C - Weak,3/4,0
MSME105813,,34.9,27.2,,30.7,D - High Risk,2/4,0
MSME105814,,59.9,66.8,,63.7,B - Moderate,2/4,0
MSME105815,,76.2,66.1,62.8,69.5,B - Moderate,3/4,0
MSME105816,,,,,,Unscoreable,0/4,1
MSME105817,90.3,93.7,90.0,,91.1,A - Strong,3/4,0
MSME105818,,,,,,Unscoreable,0/4,0
MSME105819,33.1,,,,33.1,D - High Risk,1/4,0
MSME105820,,29.9,,,29.9,D - High Risk,1/4,1
MSME105821,41.1,65.7,53.4,35.2,50.4,C - Weak,4/4,0
MSME105822,50.4,72.4,,,59.6,B - Moderate,2/4,0
MSME105823,69.6,88.5,,,77.5,A - Strong,2/4,0
MSME105824,,,70.7,,70.7,B - Moderate,1/4,0
MSME105825,39.8,36.7,,,38.5,C - Weak,2/4,0
MSME105826,,31.0,,51.9,37.0,C - Weak,2/4,0
MSME105827,,49.9,57.8,,54.2,C - Weak,2/4,0
MSME105828,84.4,92.4,,,87.7,A - Strong,2/4,0
MSME105829,69.9,,62.8,,66.6,B - Moderate,2/4,0
MSME105830,,79.6,74.6,,76.9,A - Strong,2/4,0
MSME105831,,49.9,,,49.9,C - Weak,1/4,0
MSME105832,39.6,57.7,,,47.1,C - Weak,2/4,0
MSME105833,86.2,92.7,72.1,59.2,80.9,A - Strong,4/4,0
MSME105834,62.7,78.5,,79.0,70.7,B - Moderate,3/4,0
MSME105835,24.1,36.1,19.3,21.1,25.4,D - High Risk,4/4,0
MSME105836,,,49.3,45.1,48.2,C - Weak,2/4,1
MSME105837,,27.9,,,27.9,D - High Risk,1/4,0
MSME105838,,76.4,,,76.4,A - Strong,1/4,0
MSME105839,77.4,90.1,82.5,,82.6,A - Strong,3/4,0
MSME105840,,24.7,,,24.7,D - High Risk,1/4,0
MSME105841,17.0,22.4,,39.5,22.1,D - High Risk,3/4,1
MSME105842,44.1,53.5,,,48.0,C - Weak,2/4,1
MSME105843,61.7,,,,61.7,B - Moderate,1/4,0
MSME105844,62.1,62.9,61.5,,62.1,B - Moderate,3/4,0
MSME105845,,79.7,67.7,67.5,72.3,B - Moderate,3/4,0
MSME105846,89.5,82.3,83.8,93.1,86.3,A - Strong,4/4,0
MSME105847,,35.4,47.1,,41.8,C - Weak,2/4,0
MSME105848,79.4,80.4,62.8,,74.1,B - Moderate,3/4,0
MSME105849,80.8,89.7,76.9,,82.0,A - Strong,3/4,0
MSME105850,83.5,,85.8,,84.6,A - Strong,2/4,0
MSME105851,69.4,,81.5,,75.0,A - Strong,2/4,0
MSME105852,,,76.6,,76.6,A - Strong,1/4,0
MSME105853,,83.4,72.0,,77.2,A - Strong,2/4,0
MSME105854,37.1,32.4,,,35.1,C - Weak,2/4,1
MSME105855,58.3,,,,58.3,B - Moderate,1/4,0
MSME105856,64.0,74.6,,,68.4,B - Moderate,2/4,0
MSME105857,,46.1,,,46.1,C - Weak,1/4,0
MSME105858,42.2,52.0,41.2,,44.6,C - Weak,3/4,0
MSME105859,24.9,,,,24.9,D - High Risk,1/4,0
MSME105860,,44.2,,35.2,41.6,C - Weak,2/4,0
MSME105861,27.3,26.5,40.2,,31.4,D - High Risk,3/4,0
MSME105862,,46.6,,,46.6,C - Weak,1/4,0
MSME105863,85.2,92.8,86.8,71.7,86.2,A - Strong,4/4,0
MSME105864,75.9,,,72.4,75.1,A - Strong,2/4,0
MSME105865,,83.7,87.9,,86.0,A - Strong,2/4,0
MSME105866,19.4,27.8,,19.3,22.4,D - High Risk,3/4,1
MSME105867,62.2,,61.7,,62.0,B - Moderate,2/4,0
MSME105868,38.8,34.6,,,37.0,C - Weak,2/4,0
MSME105869,,22.2,29.2,,26.0,D - High Risk,2/4,1
MSME105870,77.4,90.4,59.4,,75.0,A - Strong,3/4,0
MSME105871,73.8,80.6,,,76.6,A - Strong,2/4,0
MSME105872,,29.2,,,29.2,D - High Risk,1/4,0
MSME105873,85.4,90.6,,,87.6,A - Strong,2/4,1
MSME105874,,22.7,22.5,,22.6,D - High Risk,2/4,1
MSME105875,,40.3,36.9,,38.4,C - Weak,2/4,0
MSME105876,56.5,47.9,,,52.9,C - Weak,2/4,0
MSME105877,,24.9,,,24.9,D - High Risk,1/4,1
MSME105878,81.6,93.0,80.2,,84.3,A - Strong,3/4,0
MSME105879,,44.8,,,44.8,C - Weak,1/4,0
MSME105880,90.8,90.7,90.3,,90.6,A - Strong,3/4,0
MSME105881,63.1,,,,63.1,B - Moderate,1/4,0
MSME105882,,67.1,70.3,,68.8,B - Moderate,2/4,0
MSME105883,85.5,,87.7,82.2,85.9,A - Strong,3/4,0
MSME105884,,80.5,,,80.5,A - Strong,1/4,0
MSME105885,75.8,75.2,,,75.5,A - Strong,2/4,0
MSME105886,84.3,77.7,,,81.5,A - Strong,2/4,0
MSME105887,24.7,26.4,,,25.4,D - High Risk,2/4,0
MSME105888,81.9,76.9,83.7,,81.1,A - Strong,3/4,0
MSME105889,56.8,66.8,,,61.0,B - Moderate,2/4,1
MSME105890,85.8,91.4,87.5,80.9,87.2,A - Strong,4/4,0
MSME105891,,40.9,,,40.9,C - Weak,1/4,0
MSME105892,,61.3,62.8,,62.1,B - Moderate,2/4,0
MSME105893,56.4,60.0,,52.3,57.1,B - Moderate,3/4,1
MSME105894,62.7,64.5,,,63.5,B - Moderate,2/4,0
MSME105895,,72.7,72.0,,72.3,B - Moderate,2/4,0
MSME105896,,29.7,,,29.7,D - High Risk,1/4,0
MSME105897,77.9,87.6,88.0,84.5,84.0,A - Strong,4/4,0
MSME105898,,29.9,,22.9,27.9,D - High Risk,2/4,0
MSME105899,44.1,51.8,,,47.3,C - Weak,2/4,0
MSME105900,47.0,46.5,,,46.8,C - Weak,2/4,0
MSME105901,,60.6,,,60.6,B - Moderate,1/4,0
MSME105902,,82.8,,,82.8,A - Strong,1/4,0
MSME105903,53.5,,,,53.5,C - Weak,1/4,0
MSME105904,32.1,30.4,,,31.4,D - High Risk,2/4,0
MSME105905,63.7,81.6,,61.9,69.8,B - Moderate,3/4,0
MSME105906,71.2,78.6,,,74.3,B - Moderate,2/4,0
