enterprise_id,period,upi_monthly_txn_count,upi_avg_inflow_inr,aa_trade_payable_days,aa_cash_flow_ratio,default_flag
MSME105904,T-30,11.44,9871.71,,,0
MSME105905,T-90,62.2,151771.24,,,0
MSME105905,T-60,62.26,177735.72,,,0
MSME105905,T-30,66.92,168355.33,,,0
MSME105906,T-90,85.99,245697.03,,,0
MSME105906,T-60,85.58,235675.69,,,0
MSME105906,T-30,85.5,228742.58,,,0
MSME105907,T-90,,,56.36,0.84,0
MSME105907,T-60,,,66.92,0.85,0
MSME105907,T-30,,,63.55,0.87,0
MSME105908,T-90,11.98,15807.74,82.99,0.03,0
MSME105908,T-60,12.18,16399.06,86.67,0.03,0
MSME105908,T-30,13.1,17170.23,90.61,0.03,0
MSME105909,T-90,6.68,18741.09,,,1
MSME105909,T-60,6.8,17457.57,,,1
MSME105909,T-30,6.67,18586.49,,,1
MSME105910,T-90,,,33.62,0.86,0
MSME105910,T-60,,,35.29,0.85,0
MSME105910,T-30,,,35.36,0.85,0
MSME105911,T-90,4.13,12509.16,,,0
MSME105911,T-60,4.11,11992.2,,,0
MSME105911,T-30,4.09,11674.41,,,0
MSME105912,T-90,9.09,26699.86,,,0
MSME105912,T-60,8.95,31374.78,,,0
MSME105912,T-30,9.5,26665.67,,,0
MSME105913,T-90,10.92,31608.2,43.05,1.27,0
MSME105913,T-60,10.62,31297.63,46.01,1.29,0
MSME105913,T-30,10.79,30417.61,46.3,1.37,0
MSME105914,T-90,8.25,22939.71,83.15,0.35,0
MSME105914,T-60,8.44,22958.1,82.45,0.34,0
MSME105914,T-30,8.35,23550.28,90.67,0.34,0
MSME105915,T-90,10.46,29848.1,59.9,0.31,0
MSME105915,T-60,9.59,31369.13,67.3,0.33,0
MSME105915,T-30,9.52,30313.88,53.93,0.32,0
MSME105916,T-90,,,,,0
MSME105916,T-60,,,,,0
MSME105916,T-30,,,,,0
MSME105917,T-90,,,,,0
MSME105917,T-60,,,,,0
MSME105917,T-30,,,,,0
MSME105918,T-90,,,70.93,0.45,0
MSME105918,T-60,,,67.99,0.45,0
MSME105918,T-30,,,71.13,0.49,0
MSME105919,T-90,13.93,37914.58,47.44,0.25,0
MSME105919,T-60,14.08,38094.19,45.01,0.27,0
MSME105919,T-30,13.68,38271.27,42.59,0.27,0
MSME105920,T-90,4.09,24966.46,,,0
MSME105920,T-60,3.95,25742.86,,,0
MSME105920,T-30,3.74,26760.02,,,0
MSME105921,T-90,11.17,14887.92,,,0
MSME105921,T-60,11.28,14856.36,,,0
MSME105921,T-30,11.0,14594.21,,,0
MSME105922,T-90,,,,,0
MSME105922,T-60,,,,,0
MSME105922,T-30,,,,,0
MSME105923,T-90,13.63,29032.57,,,0
MSME105923,T-60,12.26,33781.26,,,0
MSME105923,T-30,12.29,28436.23,,,0
MSME105924,T-90,3.83,9000.88,,,0
MSME105924,T-60,4.06,10179.0,,,0
MSME105924,T-30,4.14,9851.99,,,0
MSME105925,T-90,5.08,10038.79,,,1
MSME105925,T-60,4.97,9613.3,,,1
MSME105925,T-30,4.41,10274.74,,,1
MSME105926,T-90,70.16,137716.17,74.83,0.87,0
MSME105926,T-60,72.87,131895.92,69.74,0.83,0
MSME105926,T-30,80.05,138544.1,69.89,0.92,0
MSME105927,T-90,,,70.51,0.04,0
MSME105927,T-60,,,82.29,0.04,0
MSME105927,T-30,,,74.71,0.04,0
MSME105928,T-90,4.06,18778.35,,,0
MSME105928,T-60,4.02,18793.74,,,0
MSME105928,T-30,3.87,17963.86,,,0
MSME105929,T-90,18.01,28736.98,32.2,1.52,0
MSME105929,T-60,19.45,34684.09,33.53,1.54,0
MSME105929,T-30,20.59,35688.62,31.67,1.51,0
MSME105930,T-90,,,37.44,1.32,0
MSME105930,T-60,,,44.0,1.41,0
MSME105930,T-30,,,38.43,1.46,0
MSME105931,T-90,19.02,22085.53,69.23,0.46,1
MSME105931,T-60,18.45,21216.49,70.86,0.42,1
MSME105931,T-30,17.68,20291.47,70.39,0.4,1
MSME105932,T-90,7.16,17212.76,,,1
MSME105932,T-60,6.94,15683.55,,,1
MSME105932,T-30,7.38,16288.58,,,1
MSME105933,T-90,,,,,0
MSME105933,T-60,,,,,0
MSME105933,T-30,,,,,0
MSME105934,T-90,7.25,27596.63,78.61,0.71,0
MSME105934,T-60,7.35,25863.8,88.37,0.74,0
MSME105934,T-30,7.31,28513.05,79.86,0.76,0
MSME105935,T-90,4.12,13049.22,,,0
MSME105935,T-60,3.91,12897.15,,,0
MSME105935,T-30,4.05,13307.19,,,0
MSME105936,T-90,8.86,23870.25,83.57,0.46,0
MSME105936,T-60,8.57,24206.21,72.32,0.45,0
MSME105936,T-30,8.9,24340.12,59.11,0.44,0
MSME105937,T-90,15.24,21875.31,,,0
MSME105937,T-60,14.68,20105.53,,,0
MSME105937,T-30,15.25,20139.13,,,0
MSME105938,T-90,94.01,166930.09,69.05,0.31,0
MSME105938,T-60,90.32,166684.46,64.27,0.32,0
MSME105938,T-30,90.36,171457.63,67.99,0.31,0
MSME105939,T-90,13.78,27096.47,89.14,0.0,0
MSME105939,T-60,14.05,25027.93,92.59,0.0,0
MSME105939,T-30,14.61,26045.52,85.4,0.0,0
MSME105940,T-90,11.28,36300.05,,,0
MSME105940,T-60,10.34,35526.36,,,0
MSME105940,T-30,10.39,38859.17,,,0
MSME105941,T-90,5.32,21000.07,75.73,0.74,0
MSME105941,T-60,5.04,22734.82,75.12,0.72,0
MSME105941,T-30,4.86,22903.65,81.21,0.81,0
MSME105942,T-90,16.01,28346.2,47.09,1.04,0
MSME105942,T-60,16.42,29430.99,49.44,1.08,0
MSME105942,T-30,17.42,29857.68,44.76,1.14,0
MSME105943,T-90,45.62,86886.29,77.08,0.33,0
MSME105943,T-60,48.57,97475.57,78.85,0.36,0
MSME105943,T-30,46.79,101373.44,72.26,0.35,0
MSME105944,T-90,4.0,9314.37,,,1
MSME105944,T-60,3.73,8627.82,,,1
MSME105944,T-30,3.36,8595.55,,,1
MSME105945,T-90,14.5,18593.83,,,0
MSME105945,T-60,14.26,18134.89,,,0
MSME105945,T-30,13.95,20538.07,,,0
MSME105946,T-90,10.02,28799.88,53.83,0.83,0
MSME105946,T-60,10.49,27663.45,53.86,0.86,0
MSME105946,T-30,10.52,26041.1,52.36,0.85,0
MSME105947,T-90,8.38,18678.63,105.37,0.01,0
MSME105947,T-60,8.06,17973.42,103.42,0.01,0
MSME105947,T-30,8.32,18858.87,101.46,0.01,0
MSME105948,T-90,11.08,23073.29,,,0
MSME105948,T-60,10.84,22941.63,,,0
MSME105948,T-30,11.13,24446.24,,,0
MSME105949,T-90,,,80.45,0.0,0
MSME105949,T-60,,,80.2,0.0,0
MSME105949,T-30,,,71.55,0.0,0
MSME105950,T-90,12.89,32245.89,,,0
MSME105950,T-60,14.12,37617.62,,,0
MSME105950,T-30,14.34,35586.39,,,0
MSME105951,T-90,12.23,15332.41,,,0
MSME105951,T-60,12.02,15231.12,,,0
MSME105951,T-30,12.26,15844.57,,,0
MSME105952,T-90,3.85,19420.76,72.43,0.74,0
MSME105952,T-60,3.96,19556.71,79.42,0.72,0
MSME105952,T-30,3.87,21569.24,74.48,0.75,0
MSME105953,T-90,7.35,21172.45,105.95,0.0,0
MSME105953,T-60,6.41,21370.42,111.25,0.0,0
MSME105953,T-30,6.5,22424.31,99.56,0.0,0
MSME105954,T-90,6.5,32918.47,53.08,1.12,0
MSME105954,T-60,6.27,34043.53,53.52,1.12,0
MSME105954,T-30,7.08,37903.89,51.31,1.16,0
MSME105955,T-90,97.48,233433.43,38.67,0.61,0
MSME105955,T-60,102.5,233272.3,41.38,0.63,0
MSME105955,T-30,102.05,239331.14,39.79,0.61,0
MSME105956,T-90,12.43,38629.04,20.58,1.61,0
MSME105956,T-60,12.33,40626.13,21.0,1.64,0
MSME105956,T-30,13.3,37783.75,20.69,1.64,0
MSME105957,T-90,5.13,10446.45,77.42,0.07,0
MSME105957,T-60,5.16,11694.21,79.55,0.08,0
MSME105957,T-30,5.23,11653.52,85.95,0.07,0
MSME105958,T-90,,,,,0
MSME105958,T-60,,,,,0
MSME105958,T-30,,,,,0
MSME105959,T-90,10.86,55053.39,4.95,1.39,0
MSME105959,T-60,11.04,54530.31,5.51,1.46,0
MSME105959,T-30,11.32,54512.12,5.03,1.51,0
MSME105960,T-90,,,,,1
MSME105960,T-60,,,,,1
MSME105960,T-30,,,,,1
MSME105961,T-90,7.79,25129.18,,,1
MSME105961,T-60,7.6,25327.99,,,1
MSME105961,T-30,8.37,24004.37,,,1
MSME105962,T-90,4.0,15068.92,68.54,0.65,0
MSME105962,T-60,4.45,15118.53,66.25,0.67,0
MSME105962,T-30,4.6,16686.71,63.54,0.67,0
MSME105963,T-90,6.85,13311.09,,,0
MSME105963,T-60,7.17,13209.17,,,0
MSME105963,T-30,7.42,13525.65,,,0
MSME105964,T-90,10.2,20672.95,,,0
MSME105964,T-60,9.95,21677.7,,,0
MSME105964,T-30,9.33,20489.35,,,0
MSME105965,T-90,13.82,26344.53,83.72,0.34,0
MSME105965,T-60,14.53,28865.55,83.64,0.36,0
MSME105965,T-30,14.77,26210.93,83.62,0.33,0
MSME105966,T-90,46.4,148415.05,92.9,0.83,0
MSME105966,T-60,49.51,143900.96,88.46,0.77,0
MSME105966,T-30,53.58,149514.62,80.6,0.77,0
MSME105967,T-90,8.82,20470.5,92.61,0.72,0
MSME105967,T-60,9.27,21916.1,99.64,0.7,0
MSME105967,T-30,9.49,21035.19,90.72,0.72,0
MSME105968,T-90,38.77,121093.01,77.94,0.48,1
MSME105968,T-60,40.26,109851.69,82.11,0.47,1
MSME105968,T-30,38.05,114723.05,92.7,0.44,1
MSME105969,T-90,,,70.28,0.28,0
MSME105969,T-60,,,76.06,0.28,0
MSME105969,T-30,,,66.99,0.28,0
MSME105970,T-90,16.24,24382.58,,,0
MSME105970,T-60,15.44,25123.49,,,0
MSME105970,T-30,16.6,26285.52,,,0
MSME105971,T-90,4.07,10253.55,109.45,0.0,0
MSME105971,T-60,3.76,10684.96,122.83,0.0,0
MSME105971,T-30,3.89,9911.14,116.88,0.0,0
MSME105972,T-90,5.83,26608.26,74.75,0.0,0
MSME105972,T-60,5.92,24875.02,69.87,0.0,0
MSME105972,T-30,5.75,26474.98,68.47,0.0,0
MSME105973,T-90,585.42,1040828.29,,,0
MSME105973,T-60,591.65,1084064.31,,,0
MSME105973,T-30,632.28,1119642.24,,,0
MSME105974,T-90,603.13,1455390.01,,,0
MSME105974,T-60,543.64,1602477.03,,,0
MSME105974,T-30,543.4,1487959.29,,,0
MSME105975,T-90,8.89,16330.06,,,0
MSME105975,T-60,8.66,18235.69,,,0
MSME105975,T-30,9.46,18493.38,,,0
MSME105976,T-90,,,,,0
MSME105976,T-60,,,,,0
MSME105976,T-30,,,,,0
MSME105977,T-90,8.95,38237.31,4.91,1.73,0
MSME105977,T-60,9.24,38920.96,4.82,1.92,0
MSME105977,T-30,9.88,40348.73,4.88,1.78,0
MSME105978,T-90,10.06,29337.29,72.82,0.68,0
MSME105978,T-60,10.31,29399.47,67.35,0.67,0
MSME105978,T-30,11.22,29693.84,64.46,0.66,0
MSME105979,T-90,,,,,0
MSME105979,T-60,,,,,0
MSME105979,T-30,,,,,0
MSME105980,T-90,11.73,26986.36,,,0
MSME105980,T-60,11.36,25806.86,,,0
MSME105980,T-30,10.89,28327.06,,,0
MSME105981,T-90,14.13,28148.17,,,0
MSME105981,T-60,15.03,29653.41,,,0
MSME105981,T-30,15.71,31472.57,,,0
MSME105982,T-90,86.19,166663.27,,,0
MSME105982,T-60,84.76,175759.29,,,0
MSME105982,T-30,85.75,179536.75,,,0
MSME105983,T-90,7.91,20105.02,,,0
MSME105983,T-60,8.61,20587.13,,,0
MSME105983,T-30,8.41,20053.17,,,0
MSME105984,T-90,90.55,277061.51,45.22,0.66,0
MSME105984,T-60,88.21,274978.92,48.2,0.7,0
MSME105984,T-30,89.47,313120.74,50.73,0.77,0
MSME105985,T-90,15.41,27327.33,,,0
MSME105985,T-60,15.92,25434.78,,,0
MSME105985,T-30,17.11,27253.31,,,0
MSME105986,T-90,14.72,23890.61,50.67,1.15,0
MSME105986,T-60,15.85,25806.5,47.37,1.22,0
MSME105986,T-30,15.88,26967.19,44.58,1.21,0
MSME105987,T-90,11.89,37259.02,54.37,0.72,0
MSME105987,T-60,12.5,38448.01,51.21,0.77,0
MSME105987,T-30,13.82,40448.8,50.49,0.75,0
MSME105988,T-90,258.17,770079.08,64.49,0.33,0
MSME105988,T-60,280.03,804151.72,62.04,0.33,0
MSME105988,T-30,285.57,808234.87,58.96,0.35,0
MSME105989,T-90,9.79,31821.48,,,0
MSME105989,T-60,9.72,31075.46,,,0
MSME105989,T-30,9.31,31295.98,,,0
MSME105990,T-90,5.15,25183.29,81.13,,0
MSME105990,T-60,5.39,24931.22,85.73,,0
MSME105990,T-30,5.48,27525.76,86.67,,0
MSME105991,T-90,12.37,25067.39,,,0
MSME105991,T-60,12.44,24802.29,,,0
MSME105991,T-30,12.09,25315.69,,,0
MSME105992,T-90,,,61.35,0.7,0
MSME105992,T-60,,,58.15,0.68,0
MSME105992,T-30,,,55.8,0.74,0
MSME105993,T-90,,,,,0
MSME105993,T-60,,,,,0
MSME105993,T-30,,,,,0
MSME105994,T-90,9.31,16924.94,58.39,0.34,0
MSME105994,T-60,9.14,17721.2,59.16,0.33,0
MSME105994,T-30,8.05,19552.45,66.99,0.37,0
MSME105995,T-90,,,92.22,0.31,1
MSME105995,T-60,,,83.95,0.32,1
MSME105995,T-30,,,87.96,0.29,1
MSME105996,T-90,12.83,27634.9,,,0
MSME105996,T-60,12.67,27651.92,,,0
MSME105996,T-30,12.93,29169.16,,,0
MSME105997,T-90,5.98,20944.5,,,0
MSME105997,T-60,6.01,20086.0,,,0
MSME105997,T-30,5.65,23442.04,,,0
MSME105998,T-90,,,72.34,0.08,0
MSME105998,T-60,,,75.58,0.08,0
MSME105998,T-30,,,72.81,0.09,0
MSME105999,T-90,,,79.61,0.53,1
MSME105999,T-60,,,95.71,0.52,1
MSME105999,T-30,,,104.05,0.51,1
MSME106000,T-90,10.14,26920.13,,,1
MSME106000,T-60,9.02,26105.99,,,1
MSME106000,T-30,8.55,27734.66,,,1
MSME106001,T-90,,,,,0
MSME106001,T-60,,,,,0
MSME106001,T-30,,,,,0
MSME106002,T-90,17.93,23876.5,83.3,0.57,1
MSME106002,T-60,15.49,26475.61,86.46,0.56,1
MSME106002,T-30,16.06,25800.41,93.54,0.59,1
MSME106003,T-90,,,,,0
MSME106003,T-60,,,,,0
MSME106003,T-30,,,,,0
MSME106004,T-90,12.13,23124.13,95.36,0.43,0
MSME106004,T-60,12.72,23696.64,97.03,0.46,0
MSME106004,T-30,12.74,21147.69,92.54,0.45,0
MSME106005,T-90,8.96,23501.77,,,1
MSME106005,T-60,8.01,23020.6,,,1
MSME106005,T-30,7.33,22072.05,,,1
MSME106006,T-90,89.14,205581.4,62.53,1.23,0
MSME106006,T-60,88.36,206855.6,69.94,1.27,0
MSME106006,T-30,84.37,223976.91,67.0,1.24,0
MSME106007,T-90,,,91.84,0.64,0
MSME106007,T-60,,,95.53,0.67,0
MSME106007,T-30,,,95.04,0.61,0
MSME106008,T-90,11.75,36874.08,88.68,1.13,1
MSME106008,T-60,11.08,35767.32,86.91,1.16,1
MSME106008,T-30,11.28,29772.3,92.01,1.19,1
MSME106009,T-90,126.3,321778.2,51.81,1.08,0
MSME106009,T-60,130.22,331006.99,49.14,1.08,0
MSME106009,T-30,122.11,354164.6,47.59,1.08,0
MSME106010,T-90,43.94,151374.51,,,0
MSME106010,T-60,45.1,128796.34,,,0
MSME106010,T-30,41.7,146061.95,,,0
MSME106011,T-90,,,,,0
MSME106011,T-60,,,,,0
MSME106011,T-30,,,,,0
MSME106012,T-90,1.98,13207.19,80.41,0.34,0
MSME106012,T-60,2.02,13532.63,79.08,0.34,0
MSME106012,T-30,2.03,13401.35,87.92,0.33,0
MSME106013,T-90,45.65,73859.57,,,0
MSME106013,T-60,40.89,73285.2,,,0
MSME106013,T-30,41.35,74362.7,,,0
MSME106014,T-90,11.73,19800.53,88.29,0.51,0
MSME106014,T-60,12.61,20560.1,81.16,0.51,0
MSME106014,T-30,13.11,19985.26,85.88,0.54,0
MSME106015,T-90,23.23,28097.5,68.97,0.62,0
MSME106015,T-60,23.14,28932.35,73.83,0.59,0
MSME106015,T-30,26.02,31333.32,69.56,0.64,0
MSME106016,T-90,8.06,32323.52,97.12,0.04,0
MSME106016,T-60,7.78,33789.06,90.81,0.04,0
MSME106016,T-30,8.16,32619.63,85.57,0.04,0
MSME106017,T-90,96.02,226236.73,,,0
MSME106017,T-60,98.27,234443.77,,,0
MSME106017,T-30,99.49,217577.36,,,0
MSME106018,T-90,54.74,160517.57,77.98,0.73,0
MSME106018,T-60,55.4,147610.69,85.03,0.74,0
MSME106018,T-30,52.72,145860.55,74.53,0.76,0
MSME106019,T-90,295.72,514877.99,,,0
MSME106019,T-60,264.91,511339.41,,,0
MSME106019,T-30,287.73,459349.53,,,0
MSME106020,T-90,,,32.09,1.62,0
MSME106020,T-60,,,30.12,1.56,0
MSME106020,T-30,,,30.06,1.65,0
MSME106021,T-90,14.44,36924.06,44.3,1.06,0
MSME106021,T-60,15.76,37925.31,41.2,1.04,0
MSME106021,T-30,15.96,40147.53,39.41,1.05,0
MSME106022,T-90,16.87,35188.59,,,0
MSME106022,T-60,16.93,32677.76,,,0
MSME106022,T-30,18.0,33458.33,,,0
MSME106023,T-90,14.22,31323.17,61.6,1.16,0
MSME106023,T-60,14.79,31218.92,60.23,1.25,0
MSME106023,T-30,15.51,32942.56,58.53,1.14,0
MSME106024,T-90,125.35,312639.21,36.73,1.02,0
MSME106024,T-60,133.92,342289.94,42.51,0.9,0
MSME106024,T-30,134.21,377662.53,35.72,0.97,0
MSME106025,T-90,9.7,21933.41,,,0
MSME106025,T-60,9.97,21224.6,,,0
MSME106025,T-30,10.57,19948.6,,,0
MSME106026,T-90,10.09,25600.9,57.35,0.47,0
MSME106026,T-60,10.03,27199.64,58.26,0.49,0
MSME106026,T-30,10.52,26106.72,61.11,0.5,0
MSME106027,T-90,4.73,18184.19,,,0
MSME106027,T-60,5.42,18732.39,,,0
MSME106027,T-30,5.55,18336.05,,,0
MSME106028,T-90,762.02,1877013.76,46.77,0.89,0
MSME106028,T-60,728.16,1982641.5,46.69,0.88,0
MSME106028,T-30,721.76,1954857.23,45.53,0.89,0
MSME106029,T-90,7.92,30229.95,,,0
MSME106029,T-60,7.7,28320.34,,,0
MSME106029,T-30,8.51,31450.38,,,0
MSME106030,T-90,5.91,22065.03,53.97,1.38,0
MSME106030,T-60,6.16,22264.16,53.13,1.5,0
MSME106030,T-30,6.5,24238.87,48.15,1.49,0
MSME106031,T-90,5.96,26893.89,,,0
MSME106031,T-60,6.03,26947.63,,,0
MSME106031,T-30,6.26,26196.47,,,0
MSME106032,T-90,7.92,24039.93,37.47,0.64,0
MSME106032,T-60,7.8,26912.52,36.34,0.62,0
MSME106032,T-30,7.55,24901.71,34.43,0.68,0
MSME106033,T-90,10.44,18597.68,,,1
MSME106033,T-60,10.35,19946.03,,,1
MSME106033,T-30,8.84,18238.9,,,1
MSME106034,T-90,544.01,1231115.19,,,0
MSME106034,T-60,551.44,1258404.77,,,0
MSME106034,T-30,533.77,1413550.44,,,0
MSME106035,T-90,100.03,241806.66,43.33,1.22,0
MSME106035,T-60,97.58,248387.36,40.36,1.19,0
MSME106035,T-30,95.85,262053.22,40.09,1.2,0
MSME106036,T-90,149.38,453071.07,49.97,0.96,0
MSME106036,T-60,148.55,446629.16,43.42,0.99,0
MSME106036,T-30,169.58,469292.47,48.8,1.07,0
MSME106037,T-90,10.14,35945.45,57.49,1.92,0
MSME106037,T-60,9.58,31928.59,56.01,1.92,0
MSME106037,T-30,9.7,36068.08,52.48,2.01,0
MSME106038,T-90,8.09,39852.55,59.14,0.69,0
MSME106038,T-60,8.23,37518.47,62.43,0.69,0
MSME106038,T-30,7.76,37753.32,61.09,0.68,0
MSME106039,T-90,11.57,25825.84,87.58,0.17,1
MSME106039,T-60,11.46,25969.32,89.44,0.15,1
MSME106039,T-30,10.97,24922.99,107.28,0.15,1
MSME106040,T-90,,,61.36,0.26,0
MSME106040,T-60,,,65.64,0.24,0
MSME106040,T-30,,,59.46,0.25,0
MSME106041,T-90,8.95,16866.62,89.55,0.87,1
MSME106041,T-60,8.34,15931.5,98.04,0.8,1
MSME106041,T-30,7.79,14842.07,106.1,0.8,1
MSME106042,T-90,,,73.84,0.72,0
MSME106042,T-60,,,71.9,0.72,0
MSME106042,T-30,,,78.66,0.75,0
MSME106043,T-90,627.28,1300056.97,,,0
MSME106043,T-60,615.69,1366495.41,,,0
MSME106043,T-30,650.73,1482676.31,,,0
MSME106044,T-90,8.03,25120.63,,,0
MSME106044,T-60,7.77,24449.09,,,0
MSME106044,T-30,8.7,22492.27,,,0
MSME106045,T-90,6.9,16378.35,71.03,0.67,0
MSME106045,T-60,6.64,16312.65,69.76,0.65,0
MSME106045,T-30,7.19,16952.76,68.45,0.7,0
MSME106046,T-90,14.1,18518.91,,,1
MSME106046,T-60,13.85,19089.49,,,1
MSME106046,T-30,12.56,17633.62,,,1
MSME106047,T-90,10.91,22603.88,51.61,0.93,0
MSME106047,T-60,11.58,23722.92,51.02,0.88,0
MSME106047,T-30,12.21,24283.93,54.02,0.86,0
MSME106048,T-90,10.11,34463.78,82.78,0.76,0
MSME106048,T-60,10.1,37688.44,78.69,0.78,0
MSME106048,T-30,10.12,36604.99,78.5,0.84,0
MSME106049,T-90,14.57,18030.57,,,0
MSME106049,T-60,14.94,18597.64,,,0
MSME106049,T-30,15.44,19376.01,,,0
MSME106050,T-90,6.8,15933.01,,,0
MSME106050,T-60,7.11,15271.76,,,0
MSME106050,T-30,7.18,17264.62,,,0
MSME106051,T-90,19.45,24255.59,,,0
MSME106051,T-60,19.88,25180.25,,,0
MSME106051,T-30,19.89,25026.35,,,0
MSME106052,T-90,11.28,29428.79,,,0
MSME106052,T-60,12.81,30043.69,,,0
MSME106052,T-30,12.61,32915.27,,,0
MSME106053,T-90,6.83,21011.81,53.9,0.72,0
MSME106053,T-60,7.01,20270.47,56.07,0.72,0
MSME106053,T-30,7.07,19807.62,55.61,0.72,0
MSME106054,T-90,,,68.0,0.48,0
MSME106054,T-60,,,77.92,0.52,0
MSME106054,T-30,,,80.54,0.52,0
MSME106055,T-90,14.45,23569.33,43.06,0.97,0
MSME106055,T-60,14.76,23670.14,44.28,1.08,0
MSME106055,T-30,14.59,26938.56,43.21,1.16,0
MSME106056,T-90,14.81,26138.65,,,0
MSME106056,T-60,14.4,26125.2,,,0
MSME106056,T-30,15.05,27175.03,,,0
MSME106057,T-90,19.4,46593.95,49.1,1.32,0
MSME106057,T-60,19.35,44869.71,43.31,1.35,0
MSME106057,T-30,20.01,44760.84,42.86,1.26,0
MSME106058,T-90,60.64,185512.34,,,1
MSME106058,T-60,60.05,184622.63,,,1
MSME106058,T-30,62.41,177416.5,,,1
MSME106059,T-90,85.66,121213.61,53.54,1.32,0
MSME106059,T-60,91.46,130221.0,62.12,1.31,0
MSME106059,T-30,93.33,139512.17,61.6,1.33,0
MSME106060,T-90,48.51,107102.26,58.07,0.65,0
MSME106060,T-60,51.11,108562.78,61.45,0.71,0
MSME106060,T-30,53.23,118273.36,59.22,0.71,0
MSME106061,T-90,5.04,15025.79,73.31,0.0,0
MSME106061,T-60,5.27,15554.94,66.4,0.0,0
MSME106061,T-30,5.22,15891.43,59.76,0.0,0
MSME106062,T-90,,,104.0,0.21,0
MSME106062,T-60,,,90.15,0.22,0
MSME106062,T-30,,,90.5,0.23,0
MSME106063,T-90,11.91,30903.17,59.17,0.77,0
MSME106063,T-60,11.57,27987.94,50.54,0.74,0
MSME106063,T-30,11.42,29489.06,51.11,0.73,0
MSME106064,T-90,3.03,9058.61,,,0
MSME106064,T-60,3.07,9318.45,,,0
MSME106064,T-30,3.08,9337.98,,,0
MSME106065,T-90,,,76.08,0.41,0
MSME106065,T-60,,,76.19,0.42,0
MSME106065,T-30,,,74.87,0.43,0
MSME106066,T-90,,,,,0
MSME106066,T-60,,,,,0
MSME106066,T-30,,,,,0
MSME106067,T-90,2.98,8857.23,111.27,0.47,0
MSME106067,T-60,2.9,8810.18,99.15,0.49,0
MSME106067,T-30,3.08,9154.19,111.57,0.52,0
MSME106068,T-90,14.48,22619.26,75.84,0.24,0
MSME106068,T-60,15.71,23476.48,80.44,0.23,0
MSME106068,T-30,15.59,24413.47,87.53,0.25,0
MSME106069,T-90,6.72,23509.5,64.7,0.68,0
MSME106069,T-60,6.73,23693.09,67.7,0.65,0
MSME106069,T-30,6.91,23433.78,62.45,0.68,0
MSME106070,T-90,,,,,0
MSME106070,T-60,,,,,0
MSME106070,T-30,,,,,0
MSME106071,T-90,,,77.88,0.77,1
MSME106071,T-60,,,80.73,0.73,1
MSME106071,T-30,,,83.09,0.69,1
MSME106072,T-90,,,77.64,0.35,0
MSME106072,T-60,,,73.73,0.38,0
MSME106072,T-30,,,85.11,0.39,0
MSME106073,T-90,,,,,0
MSME106073,T-60,,,,,0
MSME106073,T-30,,,,,0
MSME106074,T-90,62.21,127631.17,55.93,1.1,0
MSME106074,T-60,59.45,138179.07,57.58,1.05,0
MSME106074,T-30,57.39,126856.7,55.32,1.0,0
MSME106075,T-90,7.0,28490.27,90.88,0.06,0
MSME106075,T-60,7.24,26576.07,91.32,0.06,0
MSME106075,T-30,7.29,28210.41,97.0,0.06,0
MSME106076,T-90,6.81,21928.91,,,0
MSME106076,T-60,7.41,24181.89,,,0
MSME106076,T-30,7.37,22996.99,,,0
MSME106077,T-90,19.32,23711.24,,,0
MSME106077,T-60,20.75,25871.57,,,0
MSME106077,T-30,20.96,25634.15,,,0
MSME106078,T-90,16.61,23780.48,,,0
MSME106078,T-60,17.19,25073.74,,,0
MSME106078,T-30,15.66,22530.93,,,0
MSME106079,T-90,,,79.74,0.0,0
MSME106079,T-60,,,82.59,0.0,0
MSME106079,T-30,,,83.1,0.0,0
MSME106080,T-90,9.66,25349.75,73.89,0.43,0
MSME106080,T-60,9.98,25148.4,77.43,0.45,0
MSME106080,T-30,9.72,24320.94,74.06,0.47,0
MSME106081,T-90,12.21,27591.53,37.66,1.26,0
MSME106081,T-60,12.24,28326.64,39.33,1.22,0
MSME106081,T-30,12.32,29570.68,35.86,1.32,0
MSME106082,T-90,14.33,19766.85,,,0
MSME106082,T-60,15.28,19231.25,,,0
MSME106082,T-30,15.03,19992.48,,,0
MSME106083,T-90,,,,,0
MSME106083,T-60,,,,,0
MSME106083,T-30,,,,,0
MSME106084,T-90,16.9,28163.46,,,0
MSME106084,T-60,16.24,31267.81,,,0
MSME106084,T-30,16.21,30744.23,,,0
MSME106085,T-90,85.03,183531.03,61.93,1.14,0
MSME106085,T-60,83.51,182733.06,52.3,1.07,0
MSME106085,T-30,84.74,183496.87,48.68,1.09,0
MSME106086,T-90,,,,,0
MSME106086,T-60,,,,,0
MSME106086,T-30,,,,,0
MSME106087,T-90,,,,,0
MSME106087,T-60,,,,,0
MSME106087,T-30,,,,,0
MSME106088,T-90,,,84.84,0.0,1
MSME106088,T-60,,,85.63,0.0,1
MSME106088,T-30,,,94.01,0.0,1
MSME106089,T-90,45.56,108925.58,74.42,0.04,0
MSME106089,T-60,44.77,116392.26,73.42,0.04,0
MSME106089,T-30,49.25,119129.68,74.91,0.04,0
MSME106090,T-90,12.69,20734.33,,,0
MSME106090,T-60,12.92,19011.05,,,0
MSME106090,T-30,12.17,19168.99,,,0
MSME106091,T-90,19.88,31028.68,54.91,0.64,0
MSME106091,T-60,22.41,29647.72,52.2,0.64,0
